village,state,district,date,report_time,patient_age_group,patient_gender,diarrhea_cases,fever_cases,vomiting_cases,stomach_pain_cases,dehydration_cases,nausea_cases,headache_cases,weakness_cases,asha_worker_id,clinic_reports,villager_self_reports,total_population,households_affected,severity_level
Teliamura Rural,Tripura,Tripura_District_3,2024-01-22,2023-12-04 07:13:00,0-5,Female,4,9,4,3,4,5,1,2,ASHA_9252,2,3,3834,24,Moderate
Mangan Village,Sikkim,Sikkim_District_3,2023-05-11,2023-05-09 08:37:00,6-18,Female,3,4,2,1,1,0,0,1,ASHA_2641,2,5,4337,22,Moderate
Bomdila Rural,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-04-14,2023-03-06 19:27:00,6-18,Male,0,10,2,0,1,0,4,3,ASHA_4517,2,3,3341,16,Moderate
Kiphire Village,Nagaland,Nagaland_District_2,2023-05-13,2023-03-16 13:39:00,19-60,Male,4,6,7,3,3,3,5,2,ASHA_1012,4,0,3723,22,Moderate
Kolasib Rural,Mizoram,Mizoram_District_3,2023-09-04,2023-07-26 13:49:00,19-60,Female,8,0,7,4,7,5,1,3,ASHA_9933,1,1,955,33,Moderate
Silchar Village,Assam,Assam_District_1,2023-05-27,2023-04-11 11:59:00,0-5,Female,5,1,3,3,3,2,0,2,ASHA_5261,0,3,3692,23,Moderate
Churachandpur Village,Manipur,Manipur_District_1,2023-09-06,2023-08-19 09:43:00,0-5,Male,9,8,6,7,8,5,3,6,ASHA_1310,4,4,4184,27,Mild
Thoubal Village,Manipur,Manipur_District_3,2023-04-20,2023-01-24 15:45:00,60+,Male,6,3,0,3,2,1,0,1,ASHA_9185,0,1,2617,14,Mild
Hnahthial Village,Mizoram,Mizoram_District_1,2023-05-12,2023-02-06 07:15:00,0-5,Female,7,2,2,4,2,0,0,1,ASHA_8633,3,7,2082,22,Mild
Bomdila Rural,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-04-02,2023-02-06 19:24:00,6-18,Male,1,2,4,1,1,2,2,0,ASHA_8281,1,0,4516,21,Moderate
Serchhip Village,Mizoram,Mizoram_District_1,2023-07-21,2023-07-14 09:00:00,0-5,Female,3,2,8,5,6,6,1,3,ASHA_6913,3,6,1908,23,Severe
Kohima Rural,Nagaland,Nagaland_District_1,2023-04-07,2023-03-30 13:49:00,19-60,Male,11,7,1,4,4,1,3,5,ASHA_1148,2,1,4167,36,Moderate
Serchhip Village,Mizoram,Mizoram_District_2,2023-04-14,2023-01-23 17:43:00,0-5,Female,4,2,9,3,3,3,1,1,ASHA_1446,3,2,3377,29,Mild
Rangpo Rural,Sikkim,Sikkim_District_1,2023-07-06,2023-03-17 17:18:00,19-60,Male,0,6,1,0,0,0,3,2,ASHA_3556,0,5,3321,20,Mild
Dibrugarh Rural,Assam,Assam_District_2,2023-11-11,2023-07-31 11:11:00,0-5,Male,0,4,10,2,4,5,3,3,ASHA_6109,2,6,2252,22,Mild
Baghmara Rural,Meghalaya,Meghalaya_District_2,2023-05-22,2023-04-03 12:06:00,19-60,Male,5,5,1,3,2,1,2,3,ASHA_3403,0,5,2129,25,Moderate
Jowai Rural,Meghalaya,Meghalaya_District_3,2024-01-19,2023-11-20 07:15:00,19-60,Female,0,2,4,2,1,1,4,2,ASHA_9394,2,2,2943,23,Severe
Lawngtlai Village,Mizoram,Mizoram_District_3,2023-02-16,2023-01-27 12:13:00,0-5,Female,1,4,2,0,0,1,1,1,ASHA_5875,2,2,1971,11,Mild
Rangpo Rural,Sikkim,Sikkim_District_3,2023-11-30,2023-11-21 15:51:00,6-18,Male,5,3,7,1,4,7,2,2,ASHA_9183,4,3,2211,30,Mild
Gyalshing Rural,Sikkim,Sikkim_District_2,2023-08-29,2023-05-29 07:52:00,19-60,Male,5,5,2,5,3,6,0,3,ASHA_7844,3,5,579,30,Moderate
Kohima Rural,Nagaland,Nagaland_District_1,2023-07-31,2023-06-10 16:38:00,6-18,Male,7,5,0,4,2,0,3,4,ASHA_9298,3,0,3601,22,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_3,2023-05-14,2023-03-15 12:47:00,0-5,Male,4,8,0,3,3,0,6,5,ASHA_7193,0,0,1212,28,Moderate
Lunglei Village,Mizoram,Mizoram_District_3,2023-12-19,2023-11-08 06:27:00,6-18,Male,4,3,3,2,3,2,1,2,ASHA_1851,3,5,2865,19,Moderate
Dimapur Village,Nagaland,Nagaland_District_3,2023-07-27,2023-06-19 17:00:00,19-60,Male,18,4,1,12,6,1,2,7,ASHA_8422,4,0,1109,30,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_2,2023-05-08,2023-01-10 19:17:00,60+,Male,1,2,4,0,1,1,0,1,ASHA_6539,0,5,4030,24,Moderate
Dharmanagar Rural,Tripura,Tripura_District_2,2023-11-30,2023-08-24 09:39:00,0-5,Female,15,3,6,9,8,3,1,6,ASHA_1750,2,7,1816,32,Mild
Jowai Rural,Meghalaya,Meghalaya_District_1,2023-08-31,2023-06-09 19:44:00,0-5,Female,3,3,10,5,6,5,1,3,ASHA_4286,2,3,2775,32,Mild
Guwahati Rural,Assam,Assam_District_1,2023-04-29,2023-03-13 17:19:00,19-60,Female,5,1,0,1,0,0,3,1,ASHA_3779,2,0,2941,15,Mild
Tura Village,Meghalaya,Meghalaya_District_2,2023-06-11,2023-03-17 06:49:00,0-5,Female,1,4,6,1,3,4,1,1,ASHA_7704,1,5,1468,21,Moderate
Khliehriat Village,Meghalaya,Meghalaya_District_2,2023-10-10,2023-08-30 15:27:00,60+,Female,5,0,0,2,1,2,0,1,ASHA_9275,3,7,1160,19,Mild
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-09-23,2023-07-23 15:20:00,6-18,Male,6,10,7,5,4,3,5,5,ASHA_3238,3,3,2886,32,Mild
Bomdila Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-09-13,2023-08-26 12:23:00,60+,Female,2,4,1,0,2,3,2,1,ASHA_1236,0,6,4296,23,Moderate
Tura Village,Meghalaya,Meghalaya_District_3,2023-10-27,2023-08-03 13:40:00,6-18,Male,11,0,10,8,7,5,1,3,ASHA_7993,3,4,668,25,Mild
Shillong Rural,Meghalaya,Meghalaya_District_2,2023-06-15,2023-06-07 12:12:00,0-5,Male,2,2,0,2,2,1,1,1,ASHA_9803,3,2,3762,8,Moderate
Agartala Rural,Tripura,Tripura_District_1,2023-07-03,2023-04-08 16:12:00,19-60,Male,13,0,3,7,6,1,0,4,ASHA_9667,1,0,4202,21,Mild
Udaipur Village,Tripura,Tripura_District_3,2023-07-27,2023-05-16 17:02:00,19-60,Male,3,3,5,2,3,1,0,2,ASHA_8601,1,0,3239,19,Moderate
Kolasib Rural,Mizoram,Mizoram_District_3,2023-11-09,2023-11-01 10:46:00,6-18,Male,6,2,3,4,2,0,2,2,ASHA_3252,2,0,2582,15,Mild
Churachandpur Village,Manipur,Manipur_District_1,2023-03-18,2023-01-16 14:36:00,6-18,Female,5,6,0,3,2,0,2,4,ASHA_4363,4,3,700,21,Moderate
Nongpoh Village,Meghalaya,Meghalaya_District_1,2023-10-20,2023-09-23 14:17:00,0-5,Male,4,1,2,1,2,1,1,2,ASHA_9376,4,7,4092,11,Mild
Jorhat Village,Assam,Assam_District_1,2023-08-24,2023-06-28 06:46:00,19-60,Male,14,1,1,9,7,1,1,5,ASHA_2143,4,4,4615,32,Mild
Bomdila Rural,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-01-06,2023-01-04 14:22:00,60+,Male,7,3,0,4,4,0,0,3,ASHA_2906,3,7,3447,16,Moderate
Barpeta Village,Assam,Assam_District_3,2023-06-25,2023-03-31 10:33:00,19-60,Male,0,2,6,0,3,4,3,2,ASHA_5279,2,0,1187,27,Mild
Pakyong Village,Sikkim,Sikkim_District_1,2023-06-28,2023-04-28 13:45:00,0-5,Female,5,1,2,2,1,0,0,2,ASHA_7538,0,1,4838,25,Moderate
Senapati Rural,Manipur,Manipur_District_1,2023-11-24,2023-10-11 07:37:00,19-60,Male,5,4,3,2,2,2,2,2,ASHA_4338,0,5,2474,27,Moderate
Tuensang Village,Nagaland,Nagaland_District_1,2023-07-24,2023-04-10 19:47:00,19-60,Female,7,6,4,6,3,0,3,4,ASHA_5245,0,2,4930,33,Mild
Roing Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-09-19,2023-07-04 10:33:00,19-60,Female,9,0,4,4,4,1,0,3,ASHA_1258,4,3,4442,29,Mild
Tuensang Village,Nagaland,Nagaland_District_3,2023-12-17,2023-10-05 09:14:00,0-5,Female,4,9,3,2,2,1,2,2,ASHA_3908,2,5,1802,33,Moderate
Khowai Village,Tripura,Tripura_District_3,2023-07-21,2023-07-03 12:25:00,6-18,Male,8,6,1,6,6,2,3,6,ASHA_5881,0,5,2883,27,Mild
Hnahthial Village,Mizoram,Mizoram_District_3,2023-06-26,2023-04-27 06:40:00,19-60,Male,4,6,0,3,1,3,4,3,ASHA_3562,4,5,2230,23,Mild
Resubelpara Rural,Meghalaya,Meghalaya_District_2,2024-01-03,2023-10-11 08:48:00,19-60,Female,2,1,0,2,1,0,1,1,ASHA_6066,4,3,2057,14,Moderate
Nongpoh Village,Meghalaya,Meghalaya_District_2,2023-04-27,2023-01-06 13:18:00,19-60,Female,7,0,2,1,1,1,1,1,ASHA_9477,3,0,2661,22,Moderate
Singtam Village,Sikkim,Sikkim_District_3,2023-07-15,2023-05-04 12:02:00,0-5,Male,8,5,2,3,3,0,4,3,ASHA_7775,1,0,2209,25,Mild
Jowai Rural,Meghalaya,Meghalaya_District_3,2023-07-08,2023-06-17 16:08:00,19-60,Female,12,6,3,9,7,1,6,8,ASHA_9426,2,3,1435,26,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_2,2023-04-01,2023-01-10 19:17:00,60+,Male,4,3,9,0,1,1,0,1,ASHA_6539,0,5,4030,34,Moderate
Kohima Rural,Nagaland,Nagaland_District_1,2023-04-16,2023-04-07 09:24:00,6-18,Male,2,6,0,4,3,0,3,4,ASHA_2688,4,7,547,23,Mild
Tezpur Rural,Assam,Assam_District_1,2023-07-10,2023-06-02 18:32:00,0-5,Female,0,1,5,1,3,4,0,1,ASHA_2275,1,5,2840,21,Moderate
Lunglei Village,Mizoram,Mizoram_District_1,2023-09-13,2023-05-26 16:43:00,19-60,Male,3,1,0,3,1,0,3,1,ASHA_1105,0,0,3991,12,Mild
Tezpur Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2024-03-02,2023-11-27 12:49:00,19-60,Male,2,5,5,2,4,3,1,2,ASHA_6563,0,1,2940,28,Moderate
Amarpur Village,Tripura,Tripura_District_3,2023-06-01,2023-02-13 08:02:00,60+,Female,5,0,1,3,3,0,0,2,ASHA_9414,2,0,2385,18,Severe
Phek Rural,Nagaland,Nagaland_District_3,2023-07-09,2023-05-28 18:52:00,60+,Male,4,9,5,1,2,1,3,2,ASHA_8728,3,0,1329,23,Mild
Baghmara Rural,Meghalaya,Meghalaya_District_1,2024-03-09,2023-12-18 11:16:00,0-5,Male,7,9,0,5,2,0,4,3,ASHA_7797,0,7,1034,35,Moderate
Aizawl Rural,Mizoram,Mizoram_District_1,2023-10-31,2023-08-08 16:37:00,0-5,Male,6,7,1,4,3,1,1,4,ASHA_6860,4,3,1683,33,Moderate
Mokokchung Rural,Nagaland,Nagaland_District_2,2023-06-27,2023-05-28 14:48:00,0-5,Female,4,6,2,2,2,2,1,2,ASHA_8659,2,1,920,29,Moderate
Mokokchung Rural,Nagaland,Nagaland_District_1,2023-10-17,2023-06-26 08:42:00,0-5,Female,6,1,6,3,6,5,0,2,ASHA_7283,3,3,2736,24,Mild
Kiphire Village,Nagaland,Nagaland_District_3,2024-03-03,2023-11-08 14:41:00,0-5,Female,3,6,1,0,1,1,1,1,ASHA_2377,0,7,804,17,Mild
Resubelpara Rural,Meghalaya,Meghalaya_District_2,2023-04-14,2023-03-31 09:58:00,0-5,Female,2,2,3,1,2,1,1,1,ASHA_3161,1,2,4316,11,Moderate
Kolasib Rural,Mizoram,Mizoram_District_3,2023-10-26,2023-07-26 13:49:00,19-60,Female,10,0,8,4,7,5,1,3,ASHA_9933,1,1,955,33,Moderate
Nongpoh Village,Meghalaya,Meghalaya_District_1,2023-12-06,2023-10-13 09:04:00,19-60,Female,9,6,6,5,6,2,1,4,ASHA_3899,4,4,3090,39,Severe
Kiphire Village,Nagaland,Nagaland_District_1,2023-04-05,2023-01-14 06:52:00,0-5,Male,10,5,4,3,4,2,0,2,ASHA_8851,2,0,1227,24,Mild
Jowai Rural,Meghalaya,Meghalaya_District_1,2023-09-08,2023-07-04 08:09:00,0-5,Female,9,3,0,6,4,2,2,5,ASHA_1029,1,7,1029,26,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_1,2023-06-11,2023-05-15 19:55:00,0-5,Female,7,1,0,5,3,0,2,3,ASHA_8426,2,6,3661,12,Mild
Shillong Rural,Meghalaya,Meghalaya_District_3,2023-02-27,2023-02-15 07:02:00,6-18,Male,3,2,3,2,1,0,2,2,ASHA_3963,1,6,746,24,Moderate
Agartala Rural,Tripura,Tripura_District_3,2023-11-19,2023-09-18 17:12:00,0-5,Male,5,0,7,5,6,9,1,3,ASHA_4391,1,4,1928,16,Mild
Dharmanagar Rural,Tripura,Tripura_District_3,2023-06-27,2023-03-19 17:33:00,6-18,Male,7,4,5,3,3,1,1,2,ASHA_8141,4,1,635,35,Moderate
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-09-10,2023-06-04 12:04:00,0-5,Male,11,0,6,8,7,1,3,6,ASHA_7619,4,4,4536,23,Mild
Jowai Rural,Meghalaya,Meghalaya_District_1,2023-08-21,2023-07-19 11:08:00,6-18,Female,0,7,6,1,3,3,3,3,ASHA_4039,3,3,3678,23,Moderate
Guwahati Rural,Assam,Assam_District_2,2024-02-02,2023-10-22 14:14:00,6-18,Male,0,6,1,0,1,1,4,3,ASHA_9742,0,0,3146,22,Mild
Hnahthial Village,Mizoram,Mizoram_District_2,2023-07-12,2023-05-30 18:07:00,0-5,Male,6,0,4,3,3,2,1,1,ASHA_4131,0,6,3060,27,Mild
Khowai Village,Tripura,Tripura_District_2,2023-11-26,2023-09-20 14:59:00,60+,Male,12,4,4,8,6,1,1,5,ASHA_3542,4,1,2915,29,Mild
Imphal Rural,Manipur,Manipur_District_3,2023-07-21,2023-06-12 10:47:00,0-5,Male,10,8,8,3,6,5,5,5,ASHA_2713,3,2,1232,45,Mild
Amarpur Village,Tripura,Tripura_District_1,2023-11-16,2023-09-14 14:31:00,60+,Female,1,7,7,1,3,6,2,2,ASHA_2318,2,2,3026,19,Mild
Khowai Village,Tripura,Tripura_District_2,2024-01-22,2023-11-20 07:25:00,60+,Male,3,1,4,4,3,4,1,3,ASHA_5152,0,3,501,19,Mild
Tezpur Rural,Assam,Assam_District_3,2023-10-20,2023-07-28 14:28:00,0-5,Male,7,9,4,7,4,1,5,7,ASHA_7420,4,3,3600,39,Mild
Hnahthial Village,Mizoram,Mizoram_District_3,2023-06-23,2023-04-27 06:40:00,19-60,Male,5,0,0,3,1,3,4,3,ASHA_3562,4,5,2230,13,Mild
Tamenglong Rural,Manipur,Manipur_District_2,2024-01-21,2023-11-19 18:04:00,6-18,Male,3,0,1,4,4,3,1,2,ASHA_8097,1,3,3102,16,Moderate
Namchi Village,Sikkim,Sikkim_District_2,2023-12-17,2023-09-30 15:36:00,6-18,Male,7,7,5,1,2,3,3,2,ASHA_9120,1,3,2275,30,Mild
Champhai Rural,Mizoram,Mizoram_District_2,2023-08-19,2023-06-30 18:11:00,0-5,Female,5,10,2,1,1,2,2,2,ASHA_7677,2,1,1869,27,Mild
Tezpur Rural,Assam,Assam_District_1,2023-09-04,2023-07-03 13:26:00,6-18,Female,8,1,6,5,6,3,2,3,ASHA_1768,3,7,4058,31,Mild
Belonia Rural,Tripura,Tripura_District_3,2023-10-23,2023-10-12 08:08:00,6-18,Male,2,3,1,0,0,0,5,2,ASHA_5953,3,1,2350,18,Moderate
Shillong Rural,Meghalaya,Meghalaya_District_3,2023-10-22,2023-07-10 08:10:00,19-60,Male,9,0,8,9,9,8,0,4,ASHA_7353,2,1,2001,32,Mild
Karimganj Village,Assam,Assam_District_3,2023-12-16,2023-12-01 19:42:00,19-60,Male,9,4,1,5,2,1,0,2,ASHA_2915,0,3,1815,26,Moderate
Shillong Rural,Meghalaya,Meghalaya_District_2,2023-06-19,2023-03-07 11:34:00,0-5,Male,4,4,6,2,3,2,4,2,ASHA_8526,2,6,3064,33,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_2,2023-07-12,2023-04-12 15:22:00,19-60,Male,3,5,3,2,1,3,2,2,ASHA_2515,4,0,4033,22,Mild
Amarpur Village,Tripura,Tripura_District_1,2023-11-21,2023-07-31 12:26:00,0-5,Female,16,1,10,11,12,8,1,6,ASHA_9748,2,7,1472,43,Severe
Saitual Rural,Mizoram,Mizoram_District_3,2023-02-15,2023-02-12 06:57:00,60+,Female,4,1,0,2,2,1,3,2,ASHA_7849,2,0,2029,18,Mild
Aizawl Rural,Mizoram,Mizoram_District_1,2023-11-12,2023-10-17 13:15:00,0-5,Female,5,0,4,5,1,0,2,1,ASHA_7355,4,3,971,25,Mild
Kailashahar Village,Tripura,Tripura_District_2,2023-11-25,2023-11-18 07:11:00,19-60,Female,1,3,4,3,3,2,0,2,ASHA_1513,4,5,1366,26,Moderate
Phek Rural,Nagaland,Nagaland_District_2,2023-04-11,2023-02-20 17:06:00,6-18,Female,6,0,2,1,3,2,1,1,ASHA_5931,4,1,3075,15,Mild
Dharmanagar Rural,Tripura,Tripura_District_2,2023-07-14,2023-03-28 08:15:00,0-5,Male,5,3,1,4,3,0,0,2,ASHA_9576,4,0,4821,17,Mild
Gangtok Rural,Sikkim,Sikkim_District_1,2023-10-09,2023-07-09 10:25:00,60+,Male,7,6,1,5,2,1,4,5,ASHA_1201,2,4,3666,22,Severe
Barpeta Village,Assam,Assam_District_1,2024-03-10,2023-12-17 09:59:00,19-60,Female,5,4,9,4,4,4,2,2,ASHA_8868,2,6,1143,29,Mild
Roing Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2024-01-12,2023-10-03 06:09:00,19-60,Female,2,9,2,0,1,2,2,2,ASHA_2754,2,3,745,24,Mild
Baghmara Rural,Meghalaya,Meghalaya_District_2,2023-09-11,2023-09-10 17:22:00,19-60,Male,1,6,5,2,2,1,3,3,ASHA_9485,2,1,1991,16,Mild
Lawngtlai Village,Mizoram,Mizoram_District_3,2023-07-27,2023-04-24 19:08:00,6-18,Female,4,4,2,3,3,3,0,1,ASHA_7850,2,4,3232,28,Mild
Jorhat Village,Assam,Assam_District_3,2023-02-19,2023-01-12 09:10:00,0-5,Female,0,0,0,2,0,2,0,0,ASHA_1365,4,5,2537,17,Mild
Kailashahar Village,Tripura,Tripura_District_3,2023-12-11,2023-09-19 15:55:00,19-60,Female,7,2,0,4,4,1,1,4,ASHA_2387,3,1,4908,22,Severe
Imphal Rural,Manipur,Manipur_District_1,2024-01-30,2023-10-31 17:25:00,0-5,Male,8,4,3,5,4,2,2,3,ASHA_3563,3,5,4265,23,Severe
Teliamura Rural,Tripura,Tripura_District_2,2023-05-24,2023-03-03 13:03:00,19-60,Female,1,10,4,0,0,1,4,2,ASHA_3269,3,1,1580,32,Moderate
Wokha Rural,Nagaland,Nagaland_District_2,2023-10-08,2023-08-19 10:14:00,6-18,Male,8,0,5,6,4,0,0,4,ASHA_7957,2,6,503,21,Mild
Rangpo Rural,Sikkim,Sikkim_District_1,2023-12-30,2023-10-18 19:23:00,19-60,Female,1,1,7,2,3,4,1,0,ASHA_9226,3,0,2440,17,Mild
Lawngtlai Village,Mizoram,Mizoram_District_3,2023-02-27,2023-01-02 19:22:00,0-5,Male,8,6,1,4,3,1,1,3,ASHA_9308,0,6,3349,34,Mild
Pasighat Rural,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-06-17,2023-04-03 15:49:00,19-60,Male,1,0,3,2,1,1,1,1,ASHA_1448,1,2,3316,22,Mild
Gangtok Rural,Sikkim,Sikkim_District_3,2023-12-03,2023-10-09 17:59:00,0-5,Female,3,4,2,2,1,0,3,2,ASHA_9849,4,1,723,22,Moderate
Serchhip Village,Mizoram,Mizoram_District_2,2023-02-17,2023-01-01 06:01:00,0-5,Male,2,4,0,2,1,0,1,1,ASHA_1698,0,0,3974,12,Mild
Phek Rural,Nagaland,Nagaland_District_3,2023-02-22,2023-01-28 19:12:00,0-5,Male,2,1,1,0,1,0,0,0,ASHA_6649,3,6,2726,9,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_2,2023-06-27,2023-05-11 10:55:00,0-5,Female,3,7,7,2,3,3,1,2,ASHA_9579,4,7,2204,36,Mild
Naharlagun Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-09-30,2023-07-06 14:23:00,0-5,Male,5,6,1,4,3,3,2,4,ASHA_8748,3,6,4883,20,Moderate
Rangpo Rural,Sikkim,Sikkim_District_2,2024-02-06,2023-10-25 06:24:00,0-5,Male,6,5,7,2,6,7,0,2,ASHA_8824,0,7,2534,32,Severe
Karimganj Village,Assam,Assam_District_3,2023-08-10,2023-07-28 08:49:00,19-60,Male,0,3,1,1,0,1,1,1,ASHA_8452,3,1,1765,13,Moderate
Nongpoh Village,Meghalaya,Meghalaya_District_1,2023-12-17,2023-11-25 12:48:00,0-5,Female,1,0,3,1,1,1,2,0,ASHA_3782,2,5,3363,15,Severe
Guwahati Rural,Assam,Assam_District_2,2024-01-04,2023-11-04 07:23:00,6-18,Female,1,2,7,2,4,6,0,1,ASHA_5651,4,2,2860,29,Severe
Bomdila Rural,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-03-30,2023-01-05 06:24:00,19-60,Female,5,2,3,3,2,2,4,2,ASHA_5670,2,5,3126,23,Moderate
Phek Rural,Nagaland,Nagaland_District_1,2023-09-03,2023-08-13 16:55:00,19-60,Male,3,4,4,2,2,2,1,2,ASHA_3401,1,5,3412,21,Mild
Shillong Rural,Meghalaya,Meghalaya_District_3,2023-04-22,2023-03-14 18:35:00,0-5,Female,3,0,7,2,3,2,1,1,ASHA_1653,0,4,1015,20,Mild
Karimganj Village,Assam,Assam_District_1,2023-06-30,2023-06-24 11:25:00,0-5,Male,4,5,3,3,2,1,3,3,ASHA_1598,4,7,2267,19,Mild
Saitual Rural,Mizoram,Mizoram_District_1,2023-06-25,2023-06-18 12:28:00,19-60,Male,1,4,10,2,6,8,1,2,ASHA_3306,3,6,4945,27,Moderate
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2024-01-06,2023-12-19 18:45:00,60+,Female,0,1,7,1,1,3,2,1,ASHA_2439,1,3,4517,21,Moderate
Lawngtlai Village,Mizoram,Mizoram_District_1,2023-08-31,2023-06-05 17:41:00,6-18,Male,7,9,2,6,6,1,4,7,ASHA_4907,2,4,4763,23,Mild
Gangtok Rural,Sikkim,Sikkim_District_3,2024-02-27,2023-11-15 11:02:00,0-5,Female,4,1,1,4,4,1,0,3,ASHA_3585,1,1,2907,16,Severe
Imphal Rural,Manipur,Manipur_District_2,2023-07-29,2023-05-30 19:47:00,19-60,Male,9,9,2,3,2,0,2,4,ASHA_6229,3,0,4350,34,Moderate
Kailashahar Village,Tripura,Tripura_District_1,2023-04-05,2023-03-15 06:11:00,0-5,Female,3,2,4,2,2,1,1,2,ASHA_3757,2,5,2621,13,Mild
Churachandpur Village,Manipur,Manipur_District_1,2023-04-25,2023-01-05 06:19:00,60+,Female,4,6,3,1,1,0,4,3,ASHA_9915,2,6,2526,32,Mild
Namchi Village,Sikkim,Sikkim_District_2,2023-10-31,2023-09-27 13:32:00,19-60,Male,4,6,6,4,4,5,2,4,ASHA_3565,2,3,3013,33,Severe
Churachandpur Village,Manipur,Manipur_District_1,2023-07-16,2023-06-27 13:22:00,60+,Female,11,8,6,5,7,5,2,5,ASHA_4395,4,7,3674,39,Mild
Bomdila Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-10-12,2023-09-25 12:27:00,19-60,Female,3,6,1,4,2,2,3,4,ASHA_1712,4,3,724,14,Moderate
Naharlagun Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-05-04,2023-03-22 16:53:00,60+,Female,4,0,5,4,2,0,0,1,ASHA_5197,1,6,2066,21,Mild
Bomdila Rural,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-05-05,2023-02-06 19:24:00,6-18,Male,1,4,3,1,1,2,2,0,ASHA_8281,1,0,4516,26,Moderate
Serchhip Village,Mizoram,Mizoram_District_1,2024-01-06,2023-11-19 18:48:00,6-18,Male,9,2,4,4,3,2,3,2,ASHA_1971,3,0,2625,19,Mild
Kiphire Village,Nagaland,Nagaland_District_1,2023-05-04,2023-03-11 09:56:00,6-18,Female,6,4,0,5,1,2,2,2,ASHA_1782,0,3,1860,26,Mild
Resubelpara Rural,Meghalaya,Meghalaya_District_3,2023-08-12,2023-07-02 14:19:00,6-18,Female,10,2,2,7,6,1,0,4,ASHA_3062,0,6,4962,31,Moderate
Belonia Rural,Tripura,Tripura_District_3,2023-11-23,2023-08-02 14:27:00,19-60,Male,5,2,7,2,3,5,1,2,ASHA_3731,3,7,986,19,Mild
Agartala Rural,Tripura,Tripura_District_3,2023-10-18,2023-07-28 16:40:00,0-5,Female,12,1,13,4,9,9,1,4,ASHA_8365,0,7,978,33,Mild
Barpeta Village,Assam,Assam_District_3,2023-07-22,2023-05-03 18:31:00,0-5,Male,0,5,4,3,2,1,1,2,ASHA_4432,2,2,2463,24,Moderate
Tamenglong Rural,Manipur,Manipur_District_3,2023-07-15,2023-05-23 10:03:00,19-60,Male,1,6,0,1,1,0,5,2,ASHA_1782,4,5,3646,25,Mild
Dimapur Village,Nagaland,Nagaland_District_1,2024-01-15,2023-11-12 07:01:00,19-60,Male,8,3,0,5,4,1,1,3,ASHA_5152,2,3,2497,27,Severe
Itanagar Rural,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-07-05,2023-03-21 07:11:00,19-60,Female,6,2,2,3,2,0,2,2,ASHA_6885,4,2,3107,22,Mild
Lunglei Village,Mizoram,Mizoram_District_3,2023-06-16,2023-03-29 07:35:00,0-5,Female,3,7,2,1,2,3,3,2,ASHA_4042,4,4,2029,25,Mild
Imphal Rural,Manipur,Manipur_District_3,2023-09-17,2023-06-12 10:47:00,0-5,Male,3,9,11,3,6,5,5,5,ASHA_2713,3,2,1232,35,Mild
Zunheboto Village,Nagaland,Nagaland_District_2,2023-05-19,2023-05-14 13:41:00,19-60,Male,5,3,6,2,1,0,1,1,ASHA_5628,3,2,552,27,Severe
Dimapur Village,Nagaland,Nagaland_District_1,2024-02-23,2023-11-12 07:01:00,19-60,Male,6,0,7,5,4,1,1,3,ASHA_5152,2,3,2497,29,Severe
Singtam Village,Sikkim,Sikkim_District_1,2023-05-13,2023-01-19 14:56:00,6-18,Female,6,4,0,4,3,0,2,3,ASHA_8997,1,7,3656,14,Moderate
Tura Village,Meghalaya,Meghalaya_District_3,2023-09-19,2023-07-01 17:19:00,6-18,Male,6,9,2,3,1,0,4,3,ASHA_4242,0,2,809,24,Mild
Khowai Village,Tripura,Tripura_District_2,2023-08-10,2023-04-18 11:13:00,0-5,Male,2,2,5,0,1,1,2,1,ASHA_9924,1,0,736,13,Mild
Jorhat Village,Assam,Assam_District_2,2023-08-05,2023-05-29 12:16:00,6-18,Female,3,6,5,4,3,2,2,4,ASHA_6897,2,0,1015,30,Moderate
Teliamura Rural,Tripura,Tripura_District_3,2023-10-03,2023-08-31 10:27:00,6-18,Male,3,4,8,5,6,5,2,3,ASHA_5628,1,3,3538,30,Moderate
